"R.native","Desc","Bytestring","status","OriginalOrder"
"🙂‍↔️","Head_Shaking_Horizontally","1F642 200D 2194 FE0F","fully-qualified",53
"😶‍🌫️","Face_In_Clouds","1F636 200D 1F32B FE0F","fully-qualified",44
"🏴‍☠","Pirate_Flag","1F3F4 200D 2620","minimally-qualified",4963
"🏳‍⚧","Transgender_Flag","1F3F3 200D 26A7","unqualified",4961
"🏳‍🌈","Rainbow_Flag","1F3F3 200D 1F308","unqualified",4957
"9️⃣","Keycap:_9","0039 FE0F 20E3","fully-qualified",4860
"8️⃣","Keycap:_8","0038 FE0F 20E3","fully-qualified",4858
"7️⃣","Keycap:_7","0037 FE0F 20E3","fully-qualified",4856
"6️⃣","Keycap:_6","0036 FE0F 20E3","fully-qualified",4854
"5️⃣","Keycap:_5","0035 FE0F 20E3","fully-qualified",4852
"4️⃣","Keycap:_4","0034 FE0F 20E3","fully-qualified",4850
"3️⃣","Keycap:_3","0033 FE0F 20E3","fully-qualified",4848
"2️⃣","Keycap:_2","0032 FE0F 20E3","fully-qualified",4846
"1️⃣","Keycap:_1","0031 FE0F 20E3","fully-qualified",4844
"0️⃣","Keycap:_0","0030 FE0F 20E3","fully-qualified",4842
"*️⃣","Keycap:_*","002A FE0F 20E3","fully-qualified",4840
"#️⃣","Keycap:_#","30 FE0F 20E3","WhatsApp only",NA
"⛓‍💥","Broken_Chain","26D3 200D 1F4A5","unqualified",4584
"🍄‍🟫","Brown_Mushroom","1F344 200D 1F7EB","fully-qualified",3870
"🍋‍🟩","Lime","1F34B 200D 1F7E9","fully-qualified",3837
"🐦‍🔥","Phoenix","1F426 200D 1F525","fully-qualified",3755
"🐦‍⬛","Black_Bird","1F426 200D 2B1B","fully-qualified",3753
"🐻‍❄","Polar_Bear","1F43B 200D 2744","minimally-qualified",3724
"🐈‍⬛","Black_Cat","1F408 200D 2B1B","fully-qualified",3679
"🐕‍🦺","Service_Dog","1F415 200D 1F9BA","fully-qualified",3672
"🧑‍🧒","Family:_Adult,_Child","1F9D1 200D 1F9D2","fully-qualified",3652
"👩‍👧","Family:_Woman,_Girl","1F469 200D 1F467","fully-qualified",3641
"👩‍👦","Family:_Woman,_Boy","1F469 200D 1F466","fully-qualified",3639
"👨‍👧","Family:_Man,_Girl","1F468 200D 1F467","fully-qualified",3636
"👨‍👦","Family:_Man,_Boy","1F468 200D 1F466","fully-qualified",3634
"🧘‍♀","Woman_In_Lotus_Position","1F9D8 200D 2640","minimally-qualified",3088
"🧘‍♂","Man_In_Lotus_Position","1F9D8 200D 2642","minimally-qualified",3076
"🤹‍♀","Woman_Juggling","1F939 200D 2640","minimally-qualified",3058
"🤹‍♂","Man_Juggling","1F939 200D 2642","minimally-qualified",3046
"🤾‍♀","Woman_Playing_Handball","1F93E 200D 2640","minimally-qualified",3028
"🤾‍♂","Man_Playing_Handball","1F93E 200D 2642","minimally-qualified",3016
"🤽‍♀","Woman_Playing_Water_Polo","1F93D 200D 2640","minimally-qualified",2998
"🤽‍♂","Man_Playing_Water_Polo","1F93D 200D 2642","minimally-qualified",2986
"🤼‍♀","Women_Wrestling","1F93C 200D 2640","minimally-qualified",2908
"🤼‍♂","Men_Wrestling","1F93C 200D 2642","minimally-qualified",2896
"🤸‍♀","Woman_Cartwheeling","1F938 200D 2640","minimally-qualified",2878
"🤸‍♂","Man_Cartwheeling","1F938 200D 2642","minimally-qualified",2866
"🚵‍♀","Woman_Mountain_Biking","1F6B5 200D 2640","minimally-qualified",2848
"🚵‍♂","Man_Mountain_Biking","1F6B5 200D 2642","minimally-qualified",2836
"🚴‍♀","Woman_Biking","1F6B4 200D 2640","minimally-qualified",2818
"🚴‍♂","Man_Biking","1F6B4 200D 2642","minimally-qualified",2806
"🏋‍♀","Woman_Lifting_Weights","1F3CB 200D 2640","unqualified",2788
"🏋‍♂","Man_Lifting_Weights","1F3CB 200D 2642","unqualified",2774
"⛹‍♀","Woman_Bouncing_Ball","26F9 200D 2640","unqualified",2753
"⛹‍♂","Man_Bouncing_Ball","26F9 200D 2642","unqualified",2739
"🏊‍♀","Woman_Swimming","1F3CA 200D 2640","minimally-qualified",2718
"🏊‍♂","Man_Swimming","1F3CA 200D 2642","minimally-qualified",2706
"🚣‍♀","Woman_Rowing_Boat","1F6A3 200D 2640","minimally-qualified",2688
"🚣‍♂","Man_Rowing_Boat","1F6A3 200D 2642","minimally-qualified",2676
"🏄‍♀","Woman_Surfing","1F3C4 200D 2640","minimally-qualified",2658
"🏄‍♂","Man_Surfing","1F3C4 200D 2642","minimally-qualified",2646
"🏌‍♀","Woman_Golfing","1F3CC 200D 2640","unqualified",2628
"🏌‍♂","Man_Golfing","1F3CC 200D 2642","unqualified",2614
"🧗‍♀","Woman_Climbing","1F9D7 200D 2640","minimally-qualified",2578
"🧗‍♂","Man_Climbing","1F9D7 200D 2642","minimally-qualified",2566
"🧖‍♀","Woman_In_Steamy_Room","1F9D6 200D 2640","minimally-qualified",2548
"🧖‍♂","Man_In_Steamy_Room","1F9D6 200D 2642","minimally-qualified",2536
"👯‍♀","Women_With_Bunny_Ears","1F46F 200D 2640","minimally-qualified",2458
"👯‍♂","Men_With_Bunny_Ears","1F46F 200D 2642","minimally-qualified",2446
"🧑‍🩰","Ballet_Dancer","1F9D1 200D 1FA70","fully-qualified",2414
"🏃‍➡","Person_Running_Facing_Right","1F3C3 200D 27A1","minimally-qualified",2355
"🏃‍♀","Woman_Running","1F3C3 200D 2640","minimally-qualified",2343
"🏃‍♂","Man_Running","1F3C3 200D 2642","minimally-qualified",2331
"👩‍🦽","Woman_In_Manual_Wheelchair","1F469 200D 1F9BD","fully-qualified",2306
"👨‍🦽","Man_In_Manual_Wheelchair","1F468 200D 1F9BD","fully-qualified",2288
"🧑‍🦽","Person_In_Manual_Wheelchair","1F9D1 200D 1F9BD","fully-qualified",2270
"👩‍🦼","Woman_In_Motorized_Wheelchair","1F469 200D 1F9BC","fully-qualified",2252
"👨‍🦼","Man_In_Motorized_Wheelchair","1F468 200D 1F9BC","fully-qualified",2234
"🧑‍🦼","Person_In_Motorized_Wheelchair","1F9D1 200D 1F9BC","fully-qualified",2216
"👩‍🦯","Woman_With_White_Cane","1F469 200D 1F9AF","fully-qualified",2198
"👨‍🦯","Man_With_White_Cane","1F468 200D 1F9AF","fully-qualified",2180
"🧑‍🦯","Person_With_White_Cane","1F9D1 200D 1F9AF","fully-qualified",2162
"🧎‍➡","Person_Kneeling_Facing_Right","1F9CE 200D 27A1","minimally-qualified",2103
"🧎‍♀","Woman_Kneeling","1F9CE 200D 2640","minimally-qualified",2091
"🧎‍♂","Man_Kneeling","1F9CE 200D 2642","minimally-qualified",2079
"🧍‍♀","Woman_Standing","1F9CD 200D 2640","minimally-qualified",2061
"🧍‍♂","Man_Standing","1F9CD 200D 2642","minimally-qualified",2049
"🚶‍➡","Person_Walking_Facing_Right","1F6B6 200D 27A1","minimally-qualified",1983
"🚶‍♀","Woman_Walking","1F6B6 200D 2640","minimally-qualified",1971
"🚶‍♂","Man_Walking","1F6B6 200D 2642","minimally-qualified",1959
"💇‍♀","Woman_Getting_Haircut","1F487 200D 2640","minimally-qualified",1941
"💇‍♂","Man_Getting_Haircut","1F487 200D 2642","minimally-qualified",1929
"💆‍♀","Woman_Getting_Massage","1F486 200D 2640","minimally-qualified",1911
"💆‍♂","Man_Getting_Massage","1F486 200D 2642","minimally-qualified",1899
"🧟‍♀","Woman_Zombie","1F9DF 200D 2640","minimally-qualified",1889
"🧟‍♂","Man_Zombie","1F9DF 200D 2642","minimally-qualified",1887
"🧞‍♀","Woman_Genie","1F9DE 200D 2640","minimally-qualified",1884
"🧞‍♂","Man_Genie","1F9DE 200D 2642","minimally-qualified",1882
"🧝‍♀","Woman_Elf","1F9DD 200D 2640","minimally-qualified",1869
"🧝‍♂","Man_Elf","1F9DD 200D 2642","minimally-qualified",1857
"🧜‍♀","Mermaid","1F9DC 200D 2640","minimally-qualified",1839
"🧜‍♂","Merman","1F9DC 200D 2642","minimally-qualified",1827
"🧛‍♀","Woman_Vampire","1F9DB 200D 2640","minimally-qualified",1809
"🧛‍♂","Man_Vampire","1F9DB 200D 2642","minimally-qualified",1797
"🧚‍♀","Woman_Fairy","1F9DA 200D 2640","minimally-qualified",1779
"🧚‍♂","Man_Fairy","1F9DA 200D 2642","minimally-qualified",1767
"🧙‍♀","Woman_Mage","1F9D9 200D 2640","minimally-qualified",1749
"🧙‍♂","Man_Mage","1F9D9 200D 2642","minimally-qualified",1737
"🦹‍♀","Woman_Supervillain","1F9B9 200D 2640","minimally-qualified",1719
"🦹‍♂","Man_Supervillain","1F9B9 200D 2642","minimally-qualified",1707
"🦸‍♀","Woman_Superhero","1F9B8 200D 2640","minimally-qualified",1689
"🦸‍♂","Man_Superhero","1F9B8 200D 2642","minimally-qualified",1677
"🧑‍🎄","Mx_Claus","1F9D1 200D 1F384","fully-qualified",1664
"🧑‍🍼","Person_Feeding_Baby","1F9D1 200D 1F37C","fully-qualified",1640
"👨‍🍼","Man_Feeding_Baby","1F468 200D 1F37C","fully-qualified",1634
"👩‍🍼","Woman_Feeding_Baby","1F469 200D 1F37C","fully-qualified",1628
"👰‍♀","Woman_With_Veil","1F470 200D 2640","minimally-qualified",1593
"👰‍♂","Man_With_Veil","1F470 200D 2642","minimally-qualified",1581
"🤵‍♀","Woman_In_Tuxedo","1F935 200D 2640","minimally-qualified",1563
"🤵‍♂","Man_In_Tuxedo","1F935 200D 2642","minimally-qualified",1551
"👳‍♀","Woman_Wearing_Turban","1F473 200D 2640","minimally-qualified",1521
"👳‍♂","Man_Wearing_Turban","1F473 200D 2642","minimally-qualified",1509
"👷‍♀","Woman_Construction_Worker","1F477 200D 2640","minimally-qualified",1473
"👷‍♂","Man_Construction_Worker","1F477 200D 2642","minimally-qualified",1461
"💂‍♀","Woman_Guard","1F482 200D 2640","minimally-qualified",1437
"💂‍♂","Man_Guard","1F482 200D 2642","minimally-qualified",1425
"🕵‍♀","Woman_Detective","1F575 200D 2640","unqualified",1407
"🕵‍♂","Man_Detective","1F575 200D 2642","unqualified",1393
"👮‍♀","Woman_Police_Officer","1F46E 200D 2640","minimally-qualified",1372
"👮‍♂","Man_Police_Officer","1F46E 200D 2642","minimally-qualified",1360
"👩‍🚒","Woman_Firefighter","1F469 200D 1F692","fully-qualified",1347
"👨‍🚒","Man_Firefighter","1F468 200D 1F692","fully-qualified",1341
"🧑‍🚒","Firefighter","1F9D1 200D 1F692","fully-qualified",1335
"👩‍🚀","Woman_Astronaut","1F469 200D 1F680","fully-qualified",1329
"👨‍🚀","Man_Astronaut","1F468 200D 1F680","fully-qualified",1323
"🧑‍🚀","Astronaut","1F9D1 200D 1F680","fully-qualified",1317
"👩‍✈","Woman_Pilot","1F469 200D 2708","minimally-qualified",1306
"👨‍✈","Man_Pilot","1F468 200D 2708","minimally-qualified",1294
"🧑‍✈","Pilot","1F9D1 200D 2708","minimally-qualified",1282
"👩‍🎨","Woman_Artist","1F469 200D 1F3A8","fully-qualified",1275
"👨‍🎨","Man_Artist","1F468 200D 1F3A8","fully-qualified",1269
"🧑‍🎨","Artist","1F9D1 200D 1F3A8","fully-qualified",1263
"👩‍🎤","Woman_Singer","1F469 200D 1F3A4","fully-qualified",1257
"👨‍🎤","Man_Singer","1F468 200D 1F3A4","fully-qualified",1251
"🧑‍🎤","Singer","1F9D1 200D 1F3A4","fully-qualified",1245
"👩‍💻","Woman_Technologist","1F469 200D 1F4BB","fully-qualified",1239
"👨‍💻","Man_Technologist","1F468 200D 1F4BB","fully-qualified",1233
"🧑‍💻","Technologist","1F9D1 200D 1F4BB","fully-qualified",1227
"👩‍🔬","Woman_Scientist","1F469 200D 1F52C","fully-qualified",1221
"👨‍🔬","Man_Scientist","1F468 200D 1F52C","fully-qualified",1215
"🧑‍🔬","Scientist","1F9D1 200D 1F52C","fully-qualified",1209
"👩‍💼","Woman_Office_Worker","1F469 200D 1F4BC","fully-qualified",1203
"👨‍💼","Man_Office_Worker","1F468 200D 1F4BC","fully-qualified",1197
"🧑‍💼","Office_Worker","1F9D1 200D 1F4BC","fully-qualified",1191
"👩‍🏭","Woman_Factory_Worker","1F469 200D 1F3ED","fully-qualified",1185
"👨‍🏭","Man_Factory_Worker","1F468 200D 1F3ED","fully-qualified",1179
"🧑‍🏭","Factory_Worker","1F9D1 200D 1F3ED","fully-qualified",1173
"👩‍🔧","Woman_Mechanic","1F469 200D 1F527","fully-qualified",1167
"👨‍🔧","Man_Mechanic","1F468 200D 1F527","fully-qualified",1161
"🧑‍🔧","Mechanic","1F9D1 200D 1F527","fully-qualified",1155
"👩‍🍳","Woman_Cook","1F469 200D 1F373","fully-qualified",1149
"👨‍🍳","Man_Cook","1F468 200D 1F373","fully-qualified",1143
"🧑‍🍳","Cook","1F9D1 200D 1F373","fully-qualified",1137
"👩‍🌾","Woman_Farmer","1F469 200D 1F33E","fully-qualified",1131
"👨‍🌾","Man_Farmer","1F468 200D 1F33E","fully-qualified",1125
"🧑‍🌾","Farmer","1F9D1 200D 1F33E","fully-qualified",1119
"👩‍⚖","Woman_Judge","1F469 200D 2696","minimally-qualified",1108
"👨‍⚖","Man_Judge","1F468 200D 2696","minimally-qualified",1096
"🧑‍⚖","Judge","1F9D1 200D 2696","minimally-qualified",1084
"👩‍🏫","Woman_Teacher","1F469 200D 1F3EB","fully-qualified",1077
"👨‍🏫","Man_Teacher","1F468 200D 1F3EB","fully-qualified",1071
"🧑‍🏫","Teacher","1F9D1 200D 1F3EB","fully-qualified",1065
"👩‍🎓","Woman_Student","1F469 200D 1F393","fully-qualified",1059
"👨‍🎓","Man_Student","1F468 200D 1F393","fully-qualified",1053
"🧑‍🎓","Student","1F9D1 200D 1F393","fully-qualified",1047
"👩‍⚕","Woman_Health_Worker","1F469 200D 2695","minimally-qualified",1036
"👨‍⚕","Man_Health_Worker","1F468 200D 2695","minimally-qualified",1024
"🧑‍⚕","Health_Worker","1F9D1 200D 2695","minimally-qualified",1012
"🤷‍♀","Woman_Shrugging","1F937 200D 2640","minimally-qualified",1000
"🤷‍♂","Man_Shrugging","1F937 200D 2642","minimally-qualified",988
"🤦‍♀","Woman_Facepalming","1F926 200D 2640","minimally-qualified",970
"🤦‍♂","Man_Facepalming","1F926 200D 2642","minimally-qualified",958
"🙇‍♀","Woman_Bowing","1F647 200D 2640","minimally-qualified",940
"🙇‍♂","Man_Bowing","1F647 200D 2642","minimally-qualified",928
"🧏‍♀","Deaf_Woman","1F9CF 200D 2640","minimally-qualified",910
"🧏‍♂","Deaf_Man","1F9CF 200D 2642","minimally-qualified",898
"🙋‍♀","Woman_Raising_Hand","1F64B 200D 2640","minimally-qualified",880
"🙋‍♂","Man_Raising_Hand","1F64B 200D 2642","minimally-qualified",868
"💁‍♀","Woman_Tipping_Hand","1F481 200D 2640","minimally-qualified",850
"💁‍♂","Man_Tipping_Hand","1F481 200D 2642","minimally-qualified",838
"🙆‍♀","Woman_Gesturing_Ok","1F646 200D 2640","minimally-qualified",820
"🙆‍♂","Man_Gesturing_Ok","1F646 200D 2642","minimally-qualified",808
"🙅‍♀","Woman_Gesturing_No","1F645 200D 2640","minimally-qualified",790
"🙅‍♂","Man_Gesturing_No","1F645 200D 2642","minimally-qualified",778
"🙎‍♀","Woman_Pouting","1F64E 200D 2640","minimally-qualified",760
"🙎‍♂","Man_Pouting","1F64E 200D 2642","minimally-qualified",748
"🙍‍♀","Woman_Frowning","1F64D 200D 2640","minimally-qualified",730
"🙍‍♂","Man_Frowning","1F64D 200D 2642","minimally-qualified",718
"👱‍♂","Man:_Blond_Hair","1F471 200D 2642","minimally-qualified",682
"👱‍♀","Woman:_Blond_Hair","1F471 200D 2640","minimally-qualified",670
"🧑‍🦲","Person:_Bald","1F9D1 200D 1F9B2","fully-qualified",663
"👩‍🦲","Woman:_Bald","1F469 200D 1F9B2","fully-qualified",657
"🧑‍🦳","Person:_White_Hair","1F9D1 200D 1F9B3","fully-qualified",651
"👩‍🦳","Woman:_White_Hair","1F469 200D 1F9B3","fully-qualified",645
"🧑‍🦱","Person:_Curly_Hair","1F9D1 200D 1F9B1","fully-qualified",639
"👩‍🦱","Woman:_Curly_Hair","1F469 200D 1F9B1","fully-qualified",633
"🧑‍🦰","Person:_Red_Hair","1F9D1 200D 1F9B0","fully-qualified",627
"👩‍🦰","Woman:_Red_Hair","1F469 200D 1F9B0","fully-qualified",621
"👨‍🦲","Man:_Bald","1F468 200D 1F9B2","fully-qualified",609
"👨‍🦳","Man:_White_Hair","1F468 200D 1F9B3","fully-qualified",603
"👨‍🦱","Man:_Curly_Hair","1F468 200D 1F9B1","fully-qualified",597
"👨‍🦰","Man:_Red_Hair","1F468 200D 1F9B0","fully-qualified",591
"🧔‍♀","Woman:_Beard","1F9D4 200D 2640","minimally-qualified",580
"🧔‍♂","Man:_Beard","1F9D4 200D 2642","minimally-qualified",568
"👁‍🗨","Eye_In_Speech_Bubble","1F441 200D 1F5E8","unqualified",181
"❤‍🩹","Mending_Heart","2764 200D 1FA79","unqualified",153
"❤‍🔥","Heart_On_Fire","2764 200D 1F525","unqualified",151
"😵‍💫","Face_With_Spiral_Eyes","1F635 200D 1F4AB","fully-qualified",73
"🙂‍↕","Head_Shaking_Vertically","1F642 200D 2195","minimally-qualified",56
"🙂‍↔","Head_Shaking_Horizontally","1F642 200D 2194","minimally-qualified",54
"😮‍💨","Face_Exhaling","1F62E 200D 1F4A8","fully-qualified",50
"😶‍🌫","Face_In_Clouds","1F636 200D 1F32B","minimally-qualified",45
"🇿🇼","Flag:_Zimbabwe","1F1FF 1F1FC","fully-qualified",5222
"🇿🇲","Flag:_Zambia","1F1FF 1F1F2","fully-qualified",5221
"🇿🇦","Flag:_South_Africa","1F1FF 1F1E6","fully-qualified",5220
"🇾🇹","Flag:_Mayotte","1F1FE 1F1F9","fully-qualified",5219
"🇾🇪","Flag:_Yemen","1F1FE 1F1EA","fully-qualified",5218
"🇽🇰","Flag:_Kosovo","1F1FD 1F1F0","fully-qualified",5217
"🇼🇸","Flag:_Samoa","1F1FC 1F1F8","fully-qualified",5216
"🇼🇫","Flag:_Wallis_&_Futuna","1F1FC 1F1EB","fully-qualified",5215
"🇻🇺","Flag:_Vanuatu","1F1FB 1F1FA","fully-qualified",5214
"🇻🇳","Flag:_Vietnam","1F1FB 1F1F3","fully-qualified",5213
"🇻🇮","Flag:_U.s._Virgin_Islands","1F1FB 1F1EE","fully-qualified",5212
"🇻🇬","Flag:_British_Virgin_Islands","1F1FB 1F1EC","fully-qualified",5211
"🇻🇪","Flag:_Venezuela","1F1FB 1F1EA","fully-qualified",5210
"🇻🇨","Flag:_St._Vincent_&_Grenadines","1F1FB 1F1E8","fully-qualified",5209
"🇻🇦","Flag:_Vatican_City","1F1FB 1F1E6","fully-qualified",5208
"🇺🇿","Flag:_Uzbekistan","1F1FA 1F1FF","fully-qualified",5207
"🇺🇾","Flag:_Uruguay","1F1FA 1F1FE","fully-qualified",5206
"🇺🇸","Flag:_United_States","1F1FA 1F1F8","fully-qualified",5205
"🇺🇳","Flag:_United_Nations","1F1FA 1F1F3","fully-qualified",5204
"🇺🇲","Flag:_U.s._Outlying_Islands","1F1FA 1F1F2","fully-qualified",5203
"🇺🇬","Flag:_Uganda","1F1FA 1F1EC","fully-qualified",5202
"🇺🇦","Flag:_Ukraine","1F1FA 1F1E6","fully-qualified",5201
"🇹🇿","Flag:_Tanzania","1F1F9 1F1FF","fully-qualified",5200
"🇹🇼","Flag:_Taiwan","1F1F9 1F1FC","fully-qualified",5199
"🇹🇻","Flag:_Tuvalu","1F1F9 1F1FB","fully-qualified",5198
"🇹🇹","Flag:_Trinidad_&_Tobago","1F1F9 1F1F9","fully-qualified",5197
"🇹🇷","Flag:_Türkiye","1F1F9 1F1F7","fully-qualified",5196
"🇹🇴","Flag:_Tonga","1F1F9 1F1F4","fully-qualified",5195
"🇹🇳","Flag:_Tunisia","1F1F9 1F1F3","fully-qualified",5194
"🇹🇲","Flag:_Turkmenistan","1F1F9 1F1F2","fully-qualified",5193
"🇹🇱","Flag:_Timor-Leste","1F1F9 1F1F1","fully-qualified",5192
"🇹🇰","Flag:_Tokelau","1F1F9 1F1F0","fully-qualified",5191
"🇹🇯","Flag:_Tajikistan","1F1F9 1F1EF","fully-qualified",5190
"🇹🇭","Flag:_Thailand","1F1F9 1F1ED","fully-qualified",5189
"🇹🇬","Flag:_Togo","1F1F9 1F1EC","fully-qualified",5188
"🇹🇫","Flag:_French_Southern_Territories","1F1F9 1F1EB","fully-qualified",5187
"🇹🇩","Flag:_Chad","1F1F9 1F1E9","fully-qualified",5186
"🇹🇨","Flag:_Turks_&_Caicos_Islands","1F1F9 1F1E8","fully-qualified",5185
"🇹🇦","Flag:_Tristan_Da_Cunha","1F1F9 1F1E6","fully-qualified",5184
"🇸🇿","Flag:_Eswatini","1F1F8 1F1FF","fully-qualified",5183
"🇸🇾","Flag:_Syria","1F1F8 1F1FE","fully-qualified",5182
"🇸🇽","Flag:_Sint_Maarten","1F1F8 1F1FD","fully-qualified",5181
"🇸🇻","Flag:_El_Salvador","1F1F8 1F1FB","fully-qualified",5180
"🇸🇹","Flag:_São_Tomé_&_Príncipe","1F1F8 1F1F9","fully-qualified",5179
"🇸🇸","Flag:_South_Sudan","1F1F8 1F1F8","fully-qualified",5178
"🇸🇷","Flag:_Suriname","1F1F8 1F1F7","fully-qualified",5177
"🇸🇴","Flag:_Somalia","1F1F8 1F1F4","fully-qualified",5176
"🇸🇳","Flag:_Senegal","1F1F8 1F1F3","fully-qualified",5175
"🇸🇲","Flag:_San_Marino","1F1F8 1F1F2","fully-qualified",5174
"🇸🇱","Flag:_Sierra_Leone","1F1F8 1F1F1","fully-qualified",5173
"🇸🇰","Flag:_Slovakia","1F1F8 1F1F0","fully-qualified",5172
"🇸🇯","Flag:_Svalbard_&_Jan_Mayen","1F1F8 1F1EF","fully-qualified",5171
"🇸🇮","Flag:_Slovenia","1F1F8 1F1EE","fully-qualified",5170
"🇸🇭","Flag:_St._Helena","1F1F8 1F1ED","fully-qualified",5169
"🇸🇬","Flag:_Singapore","1F1F8 1F1EC","fully-qualified",5168
"🇸🇪","Flag:_Sweden","1F1F8 1F1EA","fully-qualified",5167
"🇸🇩","Flag:_Sudan","1F1F8 1F1E9","fully-qualified",5166
"🇸🇨","Flag:_Seychelles","1F1F8 1F1E8","fully-qualified",5165
"🇸🇧","Flag:_Solomon_Islands","1F1F8 1F1E7","fully-qualified",5164
"🇸🇦","Flag:_Saudi_Arabia","1F1F8 1F1E6","fully-qualified",5163
"🇷🇼","Flag:_Rwanda","1F1F7 1F1FC","fully-qualified",5162
"🇷🇺","Flag:_Russia","1F1F7 1F1FA","fully-qualified",5161
"🇷🇸","Flag:_Serbia","1F1F7 1F1F8","fully-qualified",5160
"🇷🇴","Flag:_Romania","1F1F7 1F1F4","fully-qualified",5159
"🇷🇪","Flag:_Réunion","1F1F7 1F1EA","fully-qualified",5158
"🇶🇦","Flag:_Qatar","1F1F6 1F1E6","fully-qualified",5157
"🇵🇾","Flag:_Paraguay","1F1F5 1F1FE","fully-qualified",5156
"🇵🇼","Flag:_Palau","1F1F5 1F1FC","fully-qualified",5155
"🇵🇹","Flag:_Portugal","1F1F5 1F1F9","fully-qualified",5154
"🇵🇸","Flag:_Palestinian_Territories","1F1F5 1F1F8","fully-qualified",5153
"🇵🇷","Flag:_Puerto_Rico","1F1F5 1F1F7","fully-qualified",5152
"🇵🇳","Flag:_Pitcairn_Islands","1F1F5 1F1F3","fully-qualified",5151
"🇵🇲","Flag:_St._Pierre_&_Miquelon","1F1F5 1F1F2","fully-qualified",5150
"🇵🇱","Flag:_Poland","1F1F5 1F1F1","fully-qualified",5149
"🇵🇰","Flag:_Pakistan","1F1F5 1F1F0","fully-qualified",5148
"🇵🇭","Flag:_Philippines","1F1F5 1F1ED","fully-qualified",5147
"🇵🇬","Flag:_Papua_New_Guinea","1F1F5 1F1EC","fully-qualified",5146
"🇵🇫","Flag:_French_Polynesia","1F1F5 1F1EB","fully-qualified",5145
"🇵🇪","Flag:_Peru","1F1F5 1F1EA","fully-qualified",5144
"🇵🇦","Flag:_Panama","1F1F5 1F1E6","fully-qualified",5143
"🇴🇲","Flag:_Oman","1F1F4 1F1F2","fully-qualified",5142
"🇳🇿","Flag:_New_Zealand","1F1F3 1F1FF","fully-qualified",5141
"🇳🇺","Flag:_Niue","1F1F3 1F1FA","fully-qualified",5140
"🇳🇷","Flag:_Nauru","1F1F3 1F1F7","fully-qualified",5139
"🇳🇵","Flag:_Nepal","1F1F3 1F1F5","fully-qualified",5138
"🇳🇴","Flag:_Norway","1F1F3 1F1F4","fully-qualified",5137
"🇳🇱","Flag:_Netherlands","1F1F3 1F1F1","fully-qualified",5136
"🇳🇮","Flag:_Nicaragua","1F1F3 1F1EE","fully-qualified",5135
"🇳🇬","Flag:_Nigeria","1F1F3 1F1EC","fully-qualified",5134
"🇳🇫","Flag:_Norfolk_Island","1F1F3 1F1EB","fully-qualified",5133
"🇳🇪","Flag:_Niger","1F1F3 1F1EA","fully-qualified",5132
"🇳🇨","Flag:_New_Caledonia","1F1F3 1F1E8","fully-qualified",5131
"🇳🇦","Flag:_Namibia","1F1F3 1F1E6","fully-qualified",5130
